"radio_id","ocup_cod","ocup_label","viviendas"
63576609,1,"Hay personas presentes",166
63576609,2,"No hay personas presentes",17
63576701,1,"Hay personas presentes",205
63576701,2,"No hay personas presentes",31
63576702,1,"Hay personas presentes",353
63576702,2,"No hay personas presentes",14
63576703,1,"Hay personas presentes",348
63576703,2,"No hay personas presentes",33
63576704,1,"Hay personas presentes",350
63576704,2,"No hay personas presentes",13
63576705,1,"Hay personas presentes",289
63576705,2,"No hay personas presentes",15
63576706,1,"Hay personas presentes",248
63576706,2,"No hay personas presentes",7
63576707,1,"Hay personas presentes",402
63576707,2,"No hay personas presentes",12
63576708,1,"Hay personas presentes",247
63576708,2,"No hay personas presentes",6
63576709,1,"Hay personas presentes",302
63576709,2,"No hay personas presentes",5
63576710,1,"Hay personas presentes",397
63576710,2,"No hay personas presentes",7
63576711,1,"Hay personas presentes",359
63576711,2,"No hay personas presentes",13
63576712,1,"Hay personas presentes",335
63576712,2,"No hay personas presentes",17
63576713,1,"Hay personas presentes",229
63576714,1,"Hay personas presentes",250
63576714,2,"No hay personas presentes",5
63576715,1,"Hay personas presentes",465
63576715,2,"No hay personas presentes",4
63576801,1,"Hay personas presentes",484
63576801,2,"No hay personas presentes",7
63576802,1,"Hay personas presentes",424
63576802,2,"No hay personas presentes",22
63576803,1,"Hay personas presentes",252
63576803,2,"No hay personas presentes",2
63576804,1,"Hay personas presentes",207
63576804,2,"No hay personas presentes",10
63576805,1,"Hay personas presentes",224
63576805,2,"No hay personas presentes",10
63576806,1,"Hay personas presentes",279
63576806,2,"No hay personas presentes",19
63576807,1,"Hay personas presentes",307
63576807,2,"No hay personas presentes",9
63576808,1,"Hay personas presentes",266
63576808,2,"No hay personas presentes",16
63576809,1,"Hay personas presentes",263
63576809,2,"No hay personas presentes",3
63576810,1,"Hay personas presentes",387
63576810,2,"No hay personas presentes",3
63576901,1,"Hay personas presentes",232
63576901,2,"No hay personas presentes",8
63576902,1,"Hay personas presentes",240
63576902,2,"No hay personas presentes",12
63576903,1,"Hay personas presentes",229
63576903,2,"No hay personas presentes",5
63576904,1,"Hay personas presentes",261
63576904,2,"No hay personas presentes",16
63576905,1,"Hay personas presentes",255
63576905,2,"No hay personas presentes",17
63576906,1,"Hay personas presentes",291
63576906,2,"No hay personas presentes",9
63576907,1,"Hay personas presentes",367
63576907,2,"No hay personas presentes",16
63576908,1,"Hay personas presentes",262
63576908,2,"No hay personas presentes",10
63576909,1,"Hay personas presentes",326
63576909,2,"No hay personas presentes",11
63576910,1,"Hay personas presentes",371
63576910,2,"No hay personas presentes",14
63576911,1,"Hay personas presentes",233
63576911,2,"No hay personas presentes",7
63577001,1,"Hay personas presentes",294
63577001,2,"No hay personas presentes",10
63577002,1,"Hay personas presentes",369
63577002,2,"No hay personas presentes",14
63577003,1,"Hay personas presentes",232
63577003,2,"No hay personas presentes",9
63577004,1,"Hay personas presentes",242
63577004,2,"No hay personas presentes",30
63577005,1,"Hay personas presentes",209
63577005,2,"No hay personas presentes",15
63577006,1,"Hay personas presentes",257
63577006,2,"No hay personas presentes",30
63577007,1,"Hay personas presentes",406
63577007,2,"No hay personas presentes",48
63577008,1,"Hay personas presentes",362
63577008,2,"No hay personas presentes",51
63577009,1,"Hay personas presentes",220
63577009,2,"No hay personas presentes",61
63577010,1,"Hay personas presentes",192
63577010,2,"No hay personas presentes",5
63577011,1,"Hay personas presentes",250
63577011,2,"No hay personas presentes",9
63577012,1,"Hay personas presentes",225
63577012,2,"No hay personas presentes",24
63577013,1,"Hay personas presentes",303
63577013,2,"No hay personas presentes",6
63577014,1,"Hay personas presentes",241
63577014,2,"No hay personas presentes",8
63577015,1,"Hay personas presentes",248
63577015,2,"No hay personas presentes",2
63577016,1,"Hay personas presentes",225
63577016,2,"No hay personas presentes",21
63577101,1,"Hay personas presentes",320
63577101,2,"No hay personas presentes",16
63577102,1,"Hay personas presentes",389
63577102,2,"No hay personas presentes",26
63577103,1,"Hay personas presentes",387
63577103,2,"No hay personas presentes",12
63577104,1,"Hay personas presentes",468
63577104,2,"No hay personas presentes",43
63577105,1,"Hay personas presentes",289
63577105,2,"No hay personas presentes",25
63577106,1,"Hay personas presentes",367
63577106,2,"No hay personas presentes",9
63577107,1,"Hay personas presentes",376
63577107,2,"No hay personas presentes",36
63577108,1,"Hay personas presentes",247
63577108,2,"No hay personas presentes",16
63577109,1,"Hay personas presentes",291
63577109,2,"No hay personas presentes",8
63577110,1,"Hay personas presentes",282
63577111,1,"Hay personas presentes",319
63577111,2,"No hay personas presentes",6
63577112,1,"Hay personas presentes",434
63577112,2,"No hay personas presentes",10
63577113,1,"Hay personas presentes",184
63577113,2,"No hay personas presentes",28
63577114,1,"Hay personas presentes",222
63577114,2,"No hay personas presentes",15
63577201,1,"Hay personas presentes",397
63577201,2,"No hay personas presentes",18
63577202,1,"Hay personas presentes",447
63577202,2,"No hay personas presentes",5
63577203,1,"Hay personas presentes",311
63577203,2,"No hay personas presentes",2
63577204,1,"Hay personas presentes",316
63577204,2,"No hay personas presentes",9
63577205,1,"Hay personas presentes",362
63577205,2,"No hay personas presentes",8
63577206,1,"Hay personas presentes",297
63577206,2,"No hay personas presentes",35
63577207,1,"Hay personas presentes",299
63577207,2,"No hay personas presentes",6
63577208,1,"Hay personas presentes",218
63577209,1,"Hay personas presentes",194
63577209,2,"No hay personas presentes",4
63577210,1,"Hay personas presentes",204
63577210,2,"No hay personas presentes",6
63577211,1,"Hay personas presentes",333
63577211,2,"No hay personas presentes",29
63577212,1,"Hay personas presentes",224
63577212,2,"No hay personas presentes",2
63577213,1,"Hay personas presentes",263
63577213,2,"No hay personas presentes",3
63577301,1,"Hay personas presentes",193
63577301,2,"No hay personas presentes",3
63577302,1,"Hay personas presentes",76
63577302,2,"No hay personas presentes",26
63577303,1,"Hay personas presentes",14
63577304,1,"Hay personas presentes",206
63577304,2,"No hay personas presentes",11
63577305,1,"Hay personas presentes",308
63577305,2,"No hay personas presentes",64
63577306,1,"Hay personas presentes",11
63577307,1,"Hay personas presentes",49
63577307,2,"No hay personas presentes",12
63577308,1,"Hay personas presentes",77
63577308,2,"No hay personas presentes",31
63577309,1,"Hay personas presentes",88
63577309,2,"No hay personas presentes",6
63577310,1,"Hay personas presentes",317
63577310,2,"No hay personas presentes",23
63577311,1,"Hay personas presentes",410
63577311,2,"No hay personas presentes",14
63577401,1,"Hay personas presentes",419
63577401,2,"No hay personas presentes",9
63577402,1,"Hay personas presentes",291
63577402,2,"No hay personas presentes",101
63577403,1,"Hay personas presentes",468
63577403,2,"No hay personas presentes",25
63577404,1,"Hay personas presentes",542
63577404,2,"No hay personas presentes",17
63577405,1,"Hay personas presentes",299
63577405,2,"No hay personas presentes",17
63577406,1,"Hay personas presentes",256
63577406,2,"No hay personas presentes",7
63577407,1,"Hay personas presentes",309
63577407,2,"No hay personas presentes",12
63577408,1,"Hay personas presentes",496
63577408,2,"No hay personas presentes",28
63577409,1,"Hay personas presentes",425
63577409,2,"No hay personas presentes",18
63577410,1,"Hay personas presentes",379
63577410,2,"No hay personas presentes",31
63577501,1,"Hay personas presentes",298
63577501,2,"No hay personas presentes",221
63577502,1,"Hay personas presentes",100
63577502,2,"No hay personas presentes",130
63577503,1,"Hay personas presentes",43
63577504,1,"Hay personas presentes",82
63577504,2,"No hay personas presentes",9
63577505,1,"Hay personas presentes",201
63577505,2,"No hay personas presentes",135
63577506,1,"Hay personas presentes",160
63577506,2,"No hay personas presentes",99
63577507,1,"Hay personas presentes",203
63577507,2,"No hay personas presentes",56
63577508,1,"Hay personas presentes",222
63577508,2,"No hay personas presentes",97
63577509,1,"Hay personas presentes",250
63577509,2,"No hay personas presentes",124
63577510,1,"Hay personas presentes",134
63577510,2,"No hay personas presentes",145
63577511,1,"Hay personas presentes",159
63577511,2,"No hay personas presentes",107
63577601,1,"Hay personas presentes",136
63577601,2,"No hay personas presentes",14
63577602,1,"Hay personas presentes",202
63577602,2,"No hay personas presentes",29
63577603,1,"Hay personas presentes",185
63577603,2,"No hay personas presentes",102
63577604,1,"Hay personas presentes",228
63577604,2,"No hay personas presentes",94
63577605,1,"Hay personas presentes",267
63577605,2,"No hay personas presentes",101
63577606,1,"Hay personas presentes",117
63577606,2,"No hay personas presentes",14
63577607,1,"Hay personas presentes",205
63577607,2,"No hay personas presentes",185
63577608,1,"Hay personas presentes",140
63577608,2,"No hay personas presentes",13
63577609,1,"Hay personas presentes",100
63577609,2,"No hay personas presentes",100
63577610,1,"Hay personas presentes",160
63577610,2,"No hay personas presentes",98
63577611,1,"Hay personas presentes",80
63577611,2,"No hay personas presentes",75
63577612,1,"Hay personas presentes",77
63577612,2,"No hay personas presentes",37
63577701,1,"Hay personas presentes",59
63577701,2,"No hay personas presentes",11
63577702,1,"Hay personas presentes",22
63577703,1,"Hay personas presentes",233
63577703,2,"No hay personas presentes",74
63577704,1,"Hay personas presentes",297
63577704,2,"No hay personas presentes",10
63577705,1,"Hay personas presentes",12
63577705,2,"No hay personas presentes",1
63577706,1,"Hay personas presentes",18
63577706,2,"No hay personas presentes",1
63577707,1,"Hay personas presentes",41
63577707,2,"No hay personas presentes",39
63577708,1,"Hay personas presentes",110
63577708,2,"No hay personas presentes",63
63577709,1,"Hay personas presentes",54
63577709,2,"No hay personas presentes",3
63577710,1,"Hay personas presentes",25
63577710,2,"No hay personas presentes",87
63577801,1,"Hay personas presentes",7
63577802,1,"Hay personas presentes",146
63577802,2,"No hay personas presentes",16
63577803,1,"Hay personas presentes",126
63577803,2,"No hay personas presentes",3
63577804,1,"Hay personas presentes",306
63577804,2,"No hay personas presentes",6
63577805,1,"Hay personas presentes",320
63577805,2,"No hay personas presentes",5
63577806,1,"Hay personas presentes",24
63577807,1,"Hay personas presentes",56
63577807,2,"No hay personas presentes",6
63577901,1,"Hay personas presentes",38
63577901,2,"No hay personas presentes",2
63577902,1,"Hay personas presentes",390
63577902,2,"No hay personas presentes",12
63577903,1,"Hay personas presentes",19
63577904,1,"Hay personas presentes",426
63577904,2,"No hay personas presentes",15
63577905,1,"Hay personas presentes",269
63577905,2,"No hay personas presentes",5
63577906,1,"Hay personas presentes",278
63577906,2,"No hay personas presentes",1
63577907,1,"Hay personas presentes",333
63577907,2,"No hay personas presentes",7
63577908,1,"Hay personas presentes",291
63577908,2,"No hay personas presentes",19
63577909,1,"Hay personas presentes",230
63577909,2,"No hay personas presentes",6
63577910,1,"Hay personas presentes",20
63577911,1,"Hay personas presentes",308
63577912,1,"Hay personas presentes",233
63577912,2,"No hay personas presentes",12
63578001,1,"Hay personas presentes",27
63578002,1,"Hay personas presentes",225
63578002,2,"No hay personas presentes",102
63578003,1,"Hay personas presentes",333
63578003,2,"No hay personas presentes",169
63578004,1,"Hay personas presentes",262
63578004,2,"No hay personas presentes",79
63578005,1,"Hay personas presentes",171
63578005,2,"No hay personas presentes",66
63578006,1,"Hay personas presentes",174
63578006,2,"No hay personas presentes",41
63578007,1,"Hay personas presentes",174
63578007,2,"No hay personas presentes",68
63578008,1,"Hay personas presentes",171
63578008,2,"No hay personas presentes",103
63578009,1,"Hay personas presentes",217
63578009,2,"No hay personas presentes",90
63578010,1,"Hay personas presentes",199
63578010,2,"No hay personas presentes",38
63578011,1,"Hay personas presentes",235
63578011,2,"No hay personas presentes",65
63578012,1,"Hay personas presentes",301
63578012,2,"No hay personas presentes",87
63578013,1,"Hay personas presentes",229
63578013,2,"No hay personas presentes",93
63578014,1,"Hay personas presentes",227
63578014,2,"No hay personas presentes",82
63578101,1,"Hay personas presentes",72
63578102,1,"Hay personas presentes",11
63578102,2,"No hay personas presentes",7
63578103,1,"Hay personas presentes",8
63578104,1,"Hay personas presentes",105
63578104,2,"No hay personas presentes",43
63578105,1,"Hay personas presentes",222
63578105,2,"No hay personas presentes",37
63578106,1,"Hay personas presentes",238
63578106,2,"No hay personas presentes",30
63578201,1,"Hay personas presentes",73
63578201,2,"No hay personas presentes",4
63578202,1,"Hay personas presentes",61
63578202,2,"No hay personas presentes",20
63578203,1,"Hay personas presentes",68
63578203,2,"No hay personas presentes",13
63578204,1,"Hay personas presentes",27
63578204,2,"No hay personas presentes",32
63578205,1,"Hay personas presentes",73
63578205,2,"No hay personas presentes",28
63578206,1,"Hay personas presentes",27
63578206,2,"No hay personas presentes",13
63578207,1,"Hay personas presentes",99
63578207,2,"No hay personas presentes",3
63578208,1,"Hay personas presentes",194
63578208,2,"No hay personas presentes",61
63578209,1,"Hay personas presentes",212
63578209,2,"No hay personas presentes",31
63578210,1,"Hay personas presentes",206
63578210,2,"No hay personas presentes",32
63578211,1,"Hay personas presentes",12
63578211,2,"No hay personas presentes",7
63578212,1,"Hay personas presentes",71
63578212,2,"No hay personas presentes",1
63578213,1,"Hay personas presentes",66
63578213,2,"No hay personas presentes",3
63578214,1,"Hay personas presentes",20
63578214,2,"No hay personas presentes",3
63578301,1,"Hay personas presentes",114
63578301,2,"No hay personas presentes",3
63578302,1,"Hay personas presentes",94
63578302,2,"No hay personas presentes",18
63578303,1,"Hay personas presentes",106
63578303,2,"No hay personas presentes",13
63578401,1,"Hay personas presentes",42
63578401,2,"No hay personas presentes",29
63578402,1,"Hay personas presentes",24
63578402,2,"No hay personas presentes",2
63578403,1,"Hay personas presentes",99
63578403,2,"No hay personas presentes",79
63578404,1,"Hay personas presentes",84
63578404,2,"No hay personas presentes",41
63578405,1,"Hay personas presentes",78
63578405,2,"No hay personas presentes",82
63578406,1,"Hay personas presentes",78
63578406,2,"No hay personas presentes",22
63578407,1,"Hay personas presentes",50
63578407,2,"No hay personas presentes",27
63578408,1,"Hay personas presentes",35
63578408,2,"No hay personas presentes",35
63578409,1,"Hay personas presentes",40
63578409,2,"No hay personas presentes",45
63578410,1,"Hay personas presentes",23
63578410,2,"No hay personas presentes",10
63578411,1,"Hay personas presentes",53
63578411,2,"No hay personas presentes",58
63578412,1,"Hay personas presentes",61
63578412,2,"No hay personas presentes",61
63578413,1,"Hay personas presentes",28
63578413,2,"No hay personas presentes",39
63578501,1,"Hay personas presentes",38
63578501,2,"No hay personas presentes",21
63578502,1,"Hay personas presentes",51
63578502,2,"No hay personas presentes",68
63578503,1,"Hay personas presentes",52
63578503,2,"No hay personas presentes",83
63578504,1,"Hay personas presentes",55
63578504,2,"No hay personas presentes",75
63578505,1,"Hay personas presentes",53
63578505,2,"No hay personas presentes",36
63578506,1,"Hay personas presentes",52
63578506,2,"No hay personas presentes",39
63578507,1,"Hay personas presentes",44
63578507,2,"No hay personas presentes",56
63578508,1,"Hay personas presentes",66
63578508,2,"No hay personas presentes",120
63578509,1,"Hay personas presentes",61
63578509,2,"No hay personas presentes",117
63578510,1,"Hay personas presentes",58
63578510,2,"No hay personas presentes",98
63578511,1,"Hay personas presentes",25
63578511,2,"No hay personas presentes",43
63578512,1,"Hay personas presentes",27
63578512,2,"No hay personas presentes",2
63578601,1,"Hay personas presentes",10
63578601,2,"No hay personas presentes",31
63578602,1,"Hay personas presentes",27
63578602,2,"No hay personas presentes",74
63578603,1,"Hay personas presentes",37
63578603,2,"No hay personas presentes",93
63578604,1,"Hay personas presentes",42
63578604,2,"No hay personas presentes",86
63578605,1,"Hay personas presentes",19
63578605,2,"No hay personas presentes",39
63578606,1,"Hay personas presentes",8
63578606,2,"No hay personas presentes",19
63578607,1,"Hay personas presentes",10
63578607,2,"No hay personas presentes",14
63578608,1,"Hay personas presentes",15
63578608,2,"No hay personas presentes",36
63578609,1,"Hay personas presentes",26
63578609,2,"No hay personas presentes",68
63578610,1,"Hay personas presentes",20
63578610,2,"No hay personas presentes",74
63578611,1,"Hay personas presentes",17
63578611,2,"No hay personas presentes",57
63578612,1,"Hay personas presentes",26
63578612,2,"No hay personas presentes",63
63578613,1,"Hay personas presentes",12
63578613,2,"No hay personas presentes",22
63578701,1,"Hay personas presentes",300
63578701,2,"No hay personas presentes",31
63578702,1,"Hay personas presentes",291
63578702,2,"No hay personas presentes",29
63578703,1,"Hay personas presentes",273
63578703,2,"No hay personas presentes",54
63578704,1,"Hay personas presentes",266
63578704,2,"No hay personas presentes",60
63578705,1,"Hay personas presentes",322
63578705,2,"No hay personas presentes",44
63578706,1,"Hay personas presentes",312
63578706,2,"No hay personas presentes",54
63578707,1,"Hay personas presentes",213
63578707,2,"No hay personas presentes",30
63578708,1,"Hay personas presentes",225
63578708,2,"No hay personas presentes",12
63578709,1,"Hay personas presentes",214
63578709,2,"No hay personas presentes",43
63578710,1,"Hay personas presentes",206
63578710,2,"No hay personas presentes",10
63578711,1,"Hay personas presentes",183
63578711,2,"No hay personas presentes",14
63578712,1,"Hay personas presentes",298
63578712,2,"No hay personas presentes",37
63578713,1,"Hay personas presentes",202
63578713,2,"No hay personas presentes",14
63578801,1,"Hay personas presentes",129
63578801,2,"No hay personas presentes",72
63578802,1,"Hay personas presentes",11
63578802,2,"No hay personas presentes",2
63578803,1,"Hay personas presentes",148
63578803,2,"No hay personas presentes",29
63578804,1,"Hay personas presentes",207
63578804,2,"No hay personas presentes",46
63578805,1,"Hay personas presentes",105
63578805,2,"No hay personas presentes",78
63578806,1,"Hay personas presentes",167
63578806,2,"No hay personas presentes",2
63578807,1,"Hay personas presentes",242
63578807,2,"No hay personas presentes",87
63578808,1,"Hay personas presentes",132
63578808,2,"No hay personas presentes",101
63578809,1,"Hay personas presentes",134
63578810,1,"Hay personas presentes",111
63578810,2,"No hay personas presentes",108
63578811,1,"Hay personas presentes",153
63578811,2,"No hay personas presentes",93
63578901,1,"Hay personas presentes",291
63578901,2,"No hay personas presentes",101
63578902,1,"Hay personas presentes",308
63578902,2,"No hay personas presentes",106
63578903,1,"Hay personas presentes",243
63578903,2,"No hay personas presentes",50
63578904,1,"Hay personas presentes",257
63578904,2,"No hay personas presentes",106
63578905,1,"Hay personas presentes",288
63578905,2,"No hay personas presentes",11
63578906,1,"Hay personas presentes",203
63578906,2,"No hay personas presentes",59
63578907,1,"Hay personas presentes",120
63578907,2,"No hay personas presentes",53
63578908,1,"Hay personas presentes",241
63578908,2,"No hay personas presentes",50
63578909,1,"Hay personas presentes",167
63578909,2,"No hay personas presentes",129
63578910,1,"Hay personas presentes",133
63578910,2,"No hay personas presentes",10
63578911,1,"Hay personas presentes",284
63578911,2,"No hay personas presentes",60
63578912,1,"Hay personas presentes",172
63578912,2,"No hay personas presentes",79
63578913,1,"Hay personas presentes",115
63578913,2,"No hay personas presentes",49
63578914,1,"Hay personas presentes",131
63578914,2,"No hay personas presentes",36
63578915,1,"Hay personas presentes",173
63578915,2,"No hay personas presentes",92
63579001,1,"Hay personas presentes",197
63579001,2,"No hay personas presentes",51
63579002,1,"Hay personas presentes",177
63579002,2,"No hay personas presentes",77
63579003,1,"Hay personas presentes",185
63579003,2,"No hay personas presentes",146
63579004,1,"Hay personas presentes",168
63579004,2,"No hay personas presentes",117
63579005,1,"Hay personas presentes",206
63579005,2,"No hay personas presentes",169
63579006,1,"Hay personas presentes",91
63579006,2,"No hay personas presentes",177
63579007,1,"Hay personas presentes",250
63579007,2,"No hay personas presentes",132
63579008,1,"Hay personas presentes",124
63579008,2,"No hay personas presentes",18
63579009,1,"Hay personas presentes",156
63579009,2,"No hay personas presentes",111
63579010,1,"Hay personas presentes",111
63579010,2,"No hay personas presentes",99
63579011,1,"Hay personas presentes",93
63579011,2,"No hay personas presentes",48
63579101,1,"Hay personas presentes",378
63579101,2,"No hay personas presentes",76
63579102,1,"Hay personas presentes",132
63579102,2,"No hay personas presentes",14
63579103,1,"Hay personas presentes",67
63579103,2,"No hay personas presentes",4
63579104,1,"Hay personas presentes",500
63579104,2,"No hay personas presentes",62
63579105,1,"Hay personas presentes",61
63579105,2,"No hay personas presentes",13
63579106,1,"Hay personas presentes",80
63579106,2,"No hay personas presentes",6
63579107,1,"Hay personas presentes",146
63579108,1,"Hay personas presentes",112
63579108,2,"No hay personas presentes",51
63579109,1,"Hay personas presentes",121
63579109,2,"No hay personas presentes",65
63579110,1,"Hay personas presentes",149
63579110,2,"No hay personas presentes",75
63579111,1,"Hay personas presentes",109
63579111,2,"No hay personas presentes",39
63579201,1,"Hay personas presentes",422
63579201,2,"No hay personas presentes",13
63579202,1,"Hay personas presentes",289
63579202,2,"No hay personas presentes",2
63579203,1,"Hay personas presentes",134
63579203,2,"No hay personas presentes",13
63579204,1,"Hay personas presentes",266
63579204,2,"No hay personas presentes",2
63579205,1,"Hay personas presentes",209
63579205,2,"No hay personas presentes",3
63579206,1,"Hay personas presentes",170
63579206,2,"No hay personas presentes",1
63579207,1,"Hay personas presentes",256
63579207,2,"No hay personas presentes",3
63579208,1,"Hay personas presentes",69
63579208,2,"No hay personas presentes",1
63579209,1,"Hay personas presentes",245
63579209,2,"No hay personas presentes",17
63579210,1,"Hay personas presentes",88
63579210,2,"No hay personas presentes",6
63579211,1,"Hay personas presentes",410
63579211,2,"No hay personas presentes",4
63579212,1,"Hay personas presentes",194
63579212,2,"No hay personas presentes",7
63579213,1,"Hay personas presentes",106
63579213,2,"No hay personas presentes",2
63579214,1,"Hay personas presentes",184
63579214,2,"No hay personas presentes",24
63579215,1,"Hay personas presentes",42
63579301,1,"Hay personas presentes",80
63579301,2,"No hay personas presentes",13
63579302,1,"Hay personas presentes",349
63579302,2,"No hay personas presentes",23
63579303,1,"Hay personas presentes",177
63579303,2,"No hay personas presentes",7
63579304,1,"Hay personas presentes",277
63579304,2,"No hay personas presentes",18
63579305,1,"Hay personas presentes",272
63579305,2,"No hay personas presentes",4
63579306,1,"Hay personas presentes",188
63579306,2,"No hay personas presentes",19
63579307,1,"Hay personas presentes",268
63579307,2,"No hay personas presentes",43
63579308,1,"Hay personas presentes",465
63579308,2,"No hay personas presentes",16
63579309,1,"Hay personas presentes",285
63579309,2,"No hay personas presentes",12
63579310,1,"Hay personas presentes",319
63579310,2,"No hay personas presentes",3
63579401,1,"Hay personas presentes",334
63579401,2,"No hay personas presentes",21
63579402,1,"Hay personas presentes",279
63579402,2,"No hay personas presentes",85
63579403,1,"Hay personas presentes",137
63579403,2,"No hay personas presentes",92
63579404,1,"Hay personas presentes",102
63579404,2,"No hay personas presentes",97
63579405,1,"Hay personas presentes",190
63579405,2,"No hay personas presentes",214
63579406,1,"Hay personas presentes",118
63579406,2,"No hay personas presentes",174
63579407,1,"Hay personas presentes",72
63579407,2,"No hay personas presentes",167
63579408,1,"Hay personas presentes",162
63579408,2,"No hay personas presentes",291
63579409,1,"Hay personas presentes",184
63579409,2,"No hay personas presentes",197
63579501,1,"Hay personas presentes",457
63579501,2,"No hay personas presentes",8
63579502,1,"Hay personas presentes",374
63579502,2,"No hay personas presentes",11
63579503,1,"Hay personas presentes",361
63579503,2,"No hay personas presentes",12
63579504,1,"Hay personas presentes",262
63579504,2,"No hay personas presentes",2
63579505,1,"Hay personas presentes",301
63579505,2,"No hay personas presentes",9
63579506,1,"Hay personas presentes",250
63579506,2,"No hay personas presentes",4
63579507,1,"Hay personas presentes",318
63579507,2,"No hay personas presentes",1
63579508,1,"Hay personas presentes",388
63579508,2,"No hay personas presentes",2
63579509,1,"Hay personas presentes",366
63579509,2,"No hay personas presentes",4
63579601,1,"Hay personas presentes",410
63579601,2,"No hay personas presentes",8
63579602,1,"Hay personas presentes",315
63579602,2,"No hay personas presentes",4
63579603,1,"Hay personas presentes",278
63579603,2,"No hay personas presentes",2
63579604,1,"Hay personas presentes",313
63579604,2,"No hay personas presentes",6
63579605,1,"Hay personas presentes",278
63579605,2,"No hay personas presentes",1
63579606,1,"Hay personas presentes",229
63579606,2,"No hay personas presentes",12
63579607,1,"Hay personas presentes",256
63579607,2,"No hay personas presentes",2
63579608,1,"Hay personas presentes",219
63579701,1,"Hay personas presentes",249
63579701,2,"No hay personas presentes",3
63579702,1,"Hay personas presentes",220
63579702,2,"No hay personas presentes",3
63579703,1,"Hay personas presentes",230
63579703,2,"No hay personas presentes",5
63579704,1,"Hay personas presentes",202
63579704,2,"No hay personas presentes",5
63579705,1,"Hay personas presentes",427
63579705,2,"No hay personas presentes",3
63579706,1,"Hay personas presentes",278
63579706,2,"No hay personas presentes",2
63579707,1,"Hay personas presentes",314
63579707,2,"No hay personas presentes",4
63579708,1,"Hay personas presentes",320
63579708,2,"No hay personas presentes",2
63579709,1,"Hay personas presentes",489
63579709,2,"No hay personas presentes",5
63579710,1,"Hay personas presentes",277
63579710,2,"No hay personas presentes",3
63579801,1,"Hay personas presentes",284
63579801,2,"No hay personas presentes",136
63579802,1,"Hay personas presentes",197
63579802,2,"No hay personas presentes",54
63579803,1,"Hay personas presentes",169
63579803,2,"No hay personas presentes",65
63579804,1,"Hay personas presentes",165
63579804,2,"No hay personas presentes",49
63579805,1,"Hay personas presentes",160
63579805,2,"No hay personas presentes",58
63579806,1,"Hay personas presentes",147
63579806,2,"No hay personas presentes",65
63579807,1,"Hay personas presentes",141
63579807,2,"No hay personas presentes",37
63579901,1,"Hay personas presentes",25
63579901,2,"No hay personas presentes",12
63579902,1,"Hay personas presentes",100
63579902,2,"No hay personas presentes",30
63579903,1,"Hay personas presentes",144
63579903,2,"No hay personas presentes",78
63579904,1,"Hay personas presentes",188
63579904,2,"No hay personas presentes",45
63579905,1,"Hay personas presentes",83
63579905,2,"No hay personas presentes",23
63579906,1,"Hay personas presentes",205
63579906,2,"No hay personas presentes",32
63579907,1,"Hay personas presentes",222
63579907,2,"No hay personas presentes",63
63579908,1,"Hay personas presentes",286
63579908,2,"No hay personas presentes",45
63579909,1,"Hay personas presentes",255
63579909,2,"No hay personas presentes",33
63579910,1,"Hay personas presentes",231
63579910,2,"No hay personas presentes",17
63579911,1,"Hay personas presentes",242
63579911,2,"No hay personas presentes",27
63579912,1,"Hay personas presentes",237
63579912,2,"No hay personas presentes",37
