radio_id,edad,total,mujeres,varones
063579003,13. 60 A 64,16,9.0,7.0
063579003,14. 65 A 69,11,6.0,5.0
063579003,15. 70 A 74,4,,4.0
063579003,16. 75 A 79,9,5.0,4.0
063579003,17. 80 A 84,4,2.0,2.0
063579003,18. 85 A 89,2,1.0,1.0
063579003,19. 90 A 94,1,1.0,
063579004,0. __tot__,452,230.0,222.0
063579004,1. 00 A 04,38,23.0,15.0
063579004,2. 05 A 09,41,12.0,29.0
063579004,3. 10 A 14,30,18.0,12.0
063579004,4. 15 A 19,25,12.0,13.0
063579004,5. 20 A 24,29,18.0,11.0
063579004,6. 25 A 29,26,12.0,14.0
063579004,7. 30 A 34,39,18.0,21.0
063579004,8. 35 A 39,50,24.0,26.0
063579004,9. 40 A 44,38,19.0,19.0
063579004,10. 45 A 49,22,12.0,10.0
063579004,11. 50 A 54,21,13.0,8.0
063579004,12. 55 A 59,22,8.0,14.0
063579004,13. 60 A 64,13,6.0,7.0
063579004,14. 65 A 69,16,12.0,4.0
063579004,15. 70 A 74,18,9.0,9.0
063579004,16. 75 A 79,11,7.0,4.0
063579004,17. 80 A 84,6,4.0,2.0
063579004,18. 85 A 89,4,2.0,2.0
063579004,20. 95 A 99,3,1.0,2.0
063579005,0. __tot__,556,278.0,278.0
063579005,1. 00 A 04,30,17.0,13.0
063579005,2. 05 A 09,54,26.0,28.0
063579005,3. 10 A 14,49,23.0,26.0
063579005,4. 15 A 19,42,17.0,25.0
063579005,5. 20 A 24,26,14.0,12.0
063579005,6. 25 A 29,39,20.0,19.0
063579005,7. 30 A 34,42,19.0,23.0
063579005,8. 35 A 39,49,30.0,19.0
063579005,9. 40 A 44,57,29.0,28.0
063579005,10. 45 A 49,35,20.0,15.0
063579005,11. 50 A 54,34,15.0,19.0
063579005,12. 55 A 59,25,8.0,17.0
063579005,13. 60 A 64,21,14.0,7.0
063579005,14. 65 A 69,14,5.0,9.0
063579005,15. 70 A 74,19,10.0,9.0
063579005,16. 75 A 79,12,7.0,5.0
063579005,17. 80 A 84,5,3.0,2.0
063579005,18. 85 A 89,3,1.0,2.0
063579006,0. __tot__,225,120.0,105.0
063579006,1. 00 A 04,15,7.0,8.0
063579006,2. 05 A 09,22,8.0,14.0
063579006,3. 10 A 14,8,6.0,2.0
063579006,4. 15 A 19,10,4.0,6.0
063579006,5. 20 A 24,13,9.0,4.0
063579006,6. 25 A 29,6,3.0,3.0
063579006,7. 30 A 34,14,10.0,4.0
063579006,8. 35 A 39,16,9.0,7.0
063579006,9. 40 A 44,25,14.0,11.0
063579006,10. 45 A 49,13,5.0,8.0
063579006,11. 50 A 54,12,8.0,4.0
063579006,12. 55 A 59,12,6.0,6.0
063579006,13. 60 A 64,15,10.0,5.0
063579006,14. 65 A 69,14,5.0,9.0
063579006,15. 70 A 74,17,9.0,8.0
063579006,16. 75 A 79,7,4.0,3.0
063579006,17. 80 A 84,5,2.0,3.0
063579006,19. 90 A 94,1,1.0,
063579007,0. __tot__,640,314.0,326.0
063579007,1. 00 A 04,50,25.0,25.0
063579007,2. 05 A 09,69,36.0,33.0
063579007,3. 10 A 14,40,15.0,25.0
063579007,4. 15 A 19,32,16.0,16.0
063579007,5. 20 A 24,19,9.0,10.0
063579007,6. 25 A 29,28,14.0,14.0
063579007,7. 30 A 34,31,16.0,15.0
063579007,8. 35 A 39,69,36.0,33.0
063579007,9. 40 A 44,86,46.0,40.0
063579007,10. 45 A 49,72,36.0,36.0
063579007,11. 50 A 54,31,13.0,18.0
063579007,12. 55 A 59,30,16.0,14.0
063579007,13. 60 A 64,20,10.0,10.0
063579007,14. 65 A 69,17,7.0,10.0
063579007,15. 70 A 74,19,8.0,11.0
063579007,16. 75 A 79,13,3.0,10.0
063579007,17. 80 A 84,4,1.0,3.0
063579007,18. 85 A 89,5,4.0,1.0
063579007,19. 90 A 94,4,2.0,2.0
063579007,20. 95 A 99,1,1.0,
063579008,0. __tot__,343,153.0,190.0
063579008,1. 00 A 04,28,5.0,23.0
063579008,2. 05 A 09,31,13.0,18.0
063579008,3. 10 A 14,22,11.0,11.0
063579008,4. 15 A 19,33,13.0,20.0
063579008,5. 20 A 24,14,6.0,8.0
063579008,6. 25 A 29,12,9.0,3.0
063579008,7. 30 A 34,23,11.0,12.0
063579008,8. 35 A 39,33,14.0,19.0
063579008,9. 40 A 44,31,14.0,17.0
063579008,10. 45 A 49,34,14.0,20.0
063579008,11. 50 A 54,28,14.0,14.0
063579008,12. 55 A 59,14,7.0,7.0
063579008,13. 60 A 64,13,9.0,4.0
063579008,14. 65 A 69,11,6.0,5.0
063579008,15. 70 A 74,7,3.0,4.0
063579008,16. 75 A 79,4,2.0,2.0
063579008,17. 80 A 84,4,2.0,2.0
063579008,18. 85 A 89,1,,1.0
063579009,0. __tot__,463,224.0,239.0
063579009,1. 00 A 04,44,17.0,27.0
063579009,2. 05 A 09,48,28.0,20.0
063579009,3. 10 A 14,41,18.0,23.0
063579009,4. 15 A 19,40,21.0,19.0
063579009,5. 20 A 24,25,10.0,15.0
063579009,6. 25 A 29,23,9.0,14.0
063579009,7. 30 A 34,30,15.0,15.0
063579009,8. 35 A 39,45,26.0,19.0
063579009,9. 40 A 44,41,17.0,24.0
063579009,10. 45 A 49,44,24.0,20.0
063579009,11. 50 A 54,18,9.0,9.0
063579009,12. 55 A 59,14,6.0,8.0
063579009,13. 60 A 64,14,7.0,7.0
063579009,14. 65 A 69,15,7.0,8.0
063579009,15. 70 A 74,9,2.0,7.0
063579009,16. 75 A 79,6,3.0,3.0
063579009,17. 80 A 84,2,2.0,
063579009,18. 85 A 89,3,2.0,1.0
063579009,19. 90 A 94,1,1.0,
063579010,0. __tot__,276,122.0,154.0
063579010,1. 00 A 04,20,13.0,7.0
063579010,2. 05 A 09,21,6.0,15.0
063579010,3. 10 A 14,24,7.0,17.0
063579010,4. 15 A 19,20,9.0,11.0
063579010,5. 20 A 24,7,3.0,4.0
063579010,6. 25 A 29,7,4.0,3.0
063579010,7. 30 A 34,21,12.0,9.0
063579010,8. 35 A 39,42,21.0,21.0
063579010,9. 40 A 44,28,12.0,16.0
063579010,10. 45 A 49,24,9.0,15.0
063579010,11. 50 A 54,15,7.0,8.0
063579010,12. 55 A 59,12,4.0,8.0
063579010,13. 60 A 64,7,2.0,5.0
063579010,14. 65 A 69,9,5.0,4.0
063579010,15. 70 A 74,12,4.0,8.0
063579010,16. 75 A 79,3,1.0,2.0
063579010,17. 80 A 84,2,1.0,1.0
063579010,18. 85 A 89,1,1.0,
063579010,19. 90 A 94,1,1.0,
063579011,0. __tot__,279,136.0,143.0
063579011,1. 00 A 04,21,9.0,12.0
063579011,2. 05 A 09,36,16.0,20.0
063579011,3. 10 A 14,22,14.0,8.0
063579011,4. 15 A 19,22,13.0,9.0
063579011,5. 20 A 24,10,2.0,8.0
063579011,6. 25 A 29,18,9.0,9.0
063579011,7. 30 A 34,23,14.0,9.0
063579011,8. 35 A 39,28,13.0,15.0
063579011,9. 40 A 44,30,17.0,13.0
063579011,10. 45 A 49,26,9.0,17.0
063579011,11. 50 A 54,12,4.0,8.0
063579011,12. 55 A 59,10,5.0,5.0
063579011,13. 60 A 64,7,4.0,3.0
063579011,14. 65 A 69,8,4.0,4.0
063579011,15. 70 A 74,1,1.0,
063579011,16. 75 A 79,2,1.0,1.0
063579011,17. 80 A 84,1,1.0,
063579011,18. 85 A 89,2,,2.0
063579101,0. __tot__,1293,653.0,640.0
063579101,1. 00 A 04,84,38.0,46.0
063579101,2. 05 A 09,148,72.0,76.0
063579101,3. 10 A 14,170,81.0,89.0
063579101,4. 15 A 19,116,67.0,49.0
063579101,5. 20 A 24,58,30.0,28.0
063579101,6. 25 A 29,27,12.0,15.0
063579101,7. 30 A 34,48,29.0,19.0
063579101,8. 35 A 39,74,41.0,33.0
063579101,9. 40 A 44,161,88.0,73.0
063579101,10. 45 A 49,165,89.0,76.0
063579101,11. 50 A 54,104,46.0,58.0
063579101,12. 55 A 59,50,21.0,29.0
063579101,13. 60 A 64,30,12.0,18.0
063579101,14. 65 A 69,19,6.0,13.0
063579101,15. 70 A 74,19,10.0,9.0
063579101,16. 75 A 79,12,5.0,7.0
063579101,17. 80 A 84,5,4.0,1.0
063579101,18. 85 A 89,3,2.0,1.0
063579102,0. __tot__,412,202.0,210.0
063579102,1. 00 A 04,52,25.0,27.0
063579102,2. 05 A 09,53,27.0,26.0
063579102,3. 10 A 14,40,18.0,22.0
063579102,4. 15 A 19,31,18.0,13.0
063579102,5. 20 A 24,34,23.0,11.0
063579102,6. 25 A 29,58,29.0,29.0
063579102,7. 30 A 34,29,10.0,19.0
063579102,8. 35 A 39,21,10.0,11.0
063579102,9. 40 A 44,19,10.0,9.0
063579102,10. 45 A 49,20,12.0,8.0
063579102,11. 50 A 54,20,6.0,14.0
063579102,12. 55 A 59,12,5.0,7.0
063579102,13. 60 A 64,8,4.0,4.0
063579102,14. 65 A 69,8,1.0,7.0
063579102,15. 70 A 74,3,2.0,1.0
063579102,16. 75 A 79,2,,2.0
063579102,18. 85 A 89,1,1.0,
063579102,19. 90 A 94,1,1.0,
063579103,0. __tot__,219,109.0,110.0
063579103,1. 00 A 04,19,7.0,12.0
063579103,2. 05 A 09,35,19.0,16.0
063579103,3. 10 A 14,22,10.0,12.0
063579103,4. 15 A 19,16,9.0,7.0
063579103,5. 20 A 24,19,10.0,9.0
063579103,6. 25 A 29,20,15.0,5.0
063579103,7. 30 A 34,19,6.0,13.0
063579103,8. 35 A 39,10,5.0,5.0
063579103,9. 40 A 44,11,7.0,4.0
063579103,10. 45 A 49,15,7.0,8.0
063579103,11. 50 A 54,4,1.0,3.0
063579103,12. 55 A 59,8,5.0,3.0
063579103,13. 60 A 64,3,2.0,1.0
063579103,14. 65 A 69,9,2.0,7.0
063579103,15. 70 A 74,7,3.0,4.0
063579103,16. 75 A 79,1,1.0,
063579103,17. 80 A 84,1,,1.0
063579104,0. __tot__,1673,847.0,826.0
063579104,1. 00 A 04,151,76.0,75.0
063579104,2. 05 A 09,224,129.0,95.0
063579104,3. 10 A 14,203,96.0,107.0
063579104,4. 15 A 19,107,54.0,53.0
063579104,5. 20 A 24,46,23.0,23.0
063579104,6. 25 A 29,36,20.0,16.0
063579104,7. 30 A 34,80,52.0,28.0
063579104,8. 35 A 39,157,85.0,72.0
063579104,9. 40 A 44,231,121.0,110.0
063579104,10. 45 A 49,176,81.0,95.0
063579104,11. 50 A 54,103,46.0,57.0
063579104,12. 55 A 59,41,12.0,29.0
063579104,13. 60 A 64,41,16.0,25.0
063579104,14. 65 A 69,32,15.0,17.0
063579104,15. 70 A 74,23,12.0,11.0
063579104,16. 75 A 79,9,4.0,5.0
063579104,17. 80 A 84,10,3.0,7.0
063579104,18. 85 A 89,2,2.0,
063579104,19. 90 A 94,1,,1.0
063579105,0. __tot__,194,88.0,106.0
063579105,1. 00 A 04,14,2.0,12.0
063579105,2. 05 A 09,14,8.0,6.0
063579105,3. 10 A 14,23,12.0,11.0
063579105,4. 15 A 19,11,5.0,6.0
063579105,5. 20 A 24,15,5.0,10.0
063579105,6. 25 A 29,17,9.0,8.0
063579105,7. 30 A 34,21,8.0,13.0
063579105,8. 35 A 39,11,7.0,4.0
063579105,9. 40 A 44,16,8.0,8.0
063579105,10. 45 A 49,11,5.0,6.0
063579105,11. 50 A 54,12,5.0,7.0
063579105,12. 55 A 59,11,6.0,5.0
063579105,13. 60 A 64,4,1.0,3.0
063579105,14. 65 A 69,6,4.0,2.0
063579105,15. 70 A 74,4,1.0,3.0
063579105,16. 75 A 79,4,2.0,2.0
063579106,0. __tot__,254,134.0,120.0
063579106,1. 00 A 04,22,9.0,13.0
063579106,2. 05 A 09,28,16.0,12.0
063579106,3. 10 A 14,33,17.0,16.0
063579106,4. 15 A 19,18,11.0,7.0
063579106,5. 20 A 24,20,10.0,10.0
063579106,6. 25 A 29,24,14.0,10.0
063579106,7. 30 A 34,32,16.0,16.0
063579106,8. 35 A 39,10,5.0,5.0
063579106,9. 40 A 44,10,6.0,4.0
063579106,10. 45 A 49,16,8.0,8.0
063579106,11. 50 A 54,9,5.0,4.0
063579106,12. 55 A 59,18,12.0,6.0
063579106,13. 60 A 64,8,3.0,5.0
063579106,14. 65 A 69,2,1.0,1.0
063579106,15. 70 A 74,2,1.0,1.0
063579106,17. 80 A 84,1,,1.0
063579106,20. 95 A 99,1,,1.0
063579107,0. __tot__,396,187.0,209.0
063579107,1. 00 A 04,30,12.0,18.0
063579107,2. 05 A 09,43,18.0,25.0
063579107,3. 10 A 14,34,13.0,21.0
063579107,4. 15 A 19,29,10.0,19.0
063579107,5. 20 A 24,19,11.0,8.0
063579107,6. 25 A 29,40,22.0,18.0
063579107,7. 30 A 34,43,26.0,17.0
063579107,8. 35 A 39,40,13.0,27.0
063579107,9. 40 A 44,26,16.0,10.0
063579107,10. 45 A 49,21,9.0,12.0
063579107,11. 50 A 54,21,15.0,6.0
063579107,12. 55 A 59,14,3.0,11.0
063579107,13. 60 A 64,14,7.0,7.0
063579107,14. 65 A 69,4,2.0,2.0
063579107,15. 70 A 74,14,8.0,6.0
063579107,16. 75 A 79,2,1.0,1.0
063579107,18. 85 A 89,2,1.0,1.0
063579108,0. __tot__,306,142.0,164.0
063579108,1. 00 A 04,33,13.0,20.0
063579108,2. 05 A 09,23,9.0,14.0
063579108,3. 10 A 14,23,8.0,15.0
063579108,4. 15 A 19,14,8.0,6.0
063579108,5. 20 A 24,10,5.0,5.0
063579108,6. 25 A 29,9,6.0,3.0
063579108,7. 30 A 34,21,13.0,8.0
063579108,8. 35 A 39,46,26.0,20.0
063579108,9. 40 A 44,36,15.0,21.0
063579108,10. 45 A 49,22,8.0,14.0
063579108,11. 50 A 54,31,17.0,14.0
063579108,12. 55 A 59,18,7.0,11.0
063579108,13. 60 A 64,9,2.0,7.0
063579108,14. 65 A 69,7,2.0,5.0
063579108,15. 70 A 74,1,,1.0
063579108,16. 75 A 79,2,2.0,
063579108,18. 85 A 89,1,1.0,
063579109,0. __tot__,358,178.0,180.0
063579109,1. 00 A 04,29,13.0,16.0
063579109,2. 05 A 09,43,21.0,22.0
063579109,3. 10 A 14,23,9.0,14.0
063579109,4. 15 A 19,29,16.0,13.0
063579109,5. 20 A 24,10,6.0,4.0
063579109,6. 25 A 29,10,6.0,4.0
063579109,7. 30 A 34,25,13.0,12.0
063579109,8. 35 A 39,52,29.0,23.0
063579109,9. 40 A 44,50,22.0,28.0
063579109,10. 45 A 49,26,12.0,14.0
063579109,11. 50 A 54,19,10.0,9.0
063579109,12. 55 A 59,11,5.0,6.0
063579109,13. 60 A 64,9,6.0,3.0
063579109,14. 65 A 69,11,3.0,8.0
063579109,15. 70 A 74,5,3.0,2.0
063579109,16. 75 A 79,4,2.0,2.0
063579109,17. 80 A 84,2,2.0,
063579110,0. __tot__,439,228.0,211.0
063579110,1. 00 A 04,39,18.0,21.0
063579110,2. 05 A 09,44,23.0,21.0
063579110,3. 10 A 14,45,22.0,23.0
063579110,4. 15 A 19,31,19.0,12.0
063579110,5. 20 A 24,16,12.0,4.0
063579110,6. 25 A 29,9,8.0,1.0
063579110,7. 30 A 34,24,13.0,11.0
063579110,8. 35 A 39,63,30.0,33.0
063579110,9. 40 A 44,47,24.0,23.0
063579110,10. 45 A 49,40,21.0,19.0
063579110,11. 50 A 54,19,7.0,12.0
063579110,12. 55 A 59,18,9.0,9.0
063579110,13. 60 A 64,12,6.0,6.0
063579110,14. 65 A 69,13,8.0,5.0
063579110,15. 70 A 74,9,4.0,5.0
063579110,16. 75 A 79,5,1.0,4.0
063579110,17. 80 A 84,4,2.0,2.0
063579110,18. 85 A 89,1,1.0,
063579111,0. __tot__,323,159.0,164.0
063579111,1. 00 A 04,24,12.0,12.0
063579111,2. 05 A 09,33,17.0,16.0
063579111,3. 10 A 14,34,19.0,15.0
063579111,4. 15 A 19,29,14.0,15.0
063579111,5. 20 A 24,9,5.0,4.0
063579111,6. 25 A 29,3,2.0,1.0
063579111,7. 30 A 34,16,8.0,8.0
063579111,8. 35 A 39,42,19.0,23.0
063579111,9. 40 A 44,51,23.0,28.0
063579111,10. 45 A 49,25,13.0,12.0
063579111,11. 50 A 54,18,11.0,7.0
063579111,12. 55 A 59,9,3.0,6.0
063579111,13. 60 A 64,7,3.0,4.0
063579111,14. 65 A 69,7,2.0,5.0
063579111,15. 70 A 74,11,5.0,6.0
063579111,16. 75 A 79,3,1.0,2.0
063579111,17. 80 A 84,1,1.0,
063579111,20. 95 A 99,1,1.0,
063579801,0. __tot__,795,408.0,387.0
063579801,1. 00 A 04,40,17.0,23.0
063579801,2. 05 A 09,73,37.0,36.0
063579801,3. 10 A 14,59,26.0,33.0
063579801,4. 15 A 19,54,27.0,27.0
063579801,5. 20 A 24,61,27.0,34.0
063579801,6. 25 A 29,46,29.0,17.0
063579801,7. 30 A 34,54,31.0,23.0
063579801,8. 35 A 39,65,32.0,33.0
063579801,9. 40 A 44,76,44.0,32.0
063579801,10. 45 A 49,62,33.0,29.0
063579801,11. 50 A 54,47,23.0,24.0
063579801,12. 55 A 59,30,14.0,16.0
063579801,13. 60 A 64,41,23.0,18.0
063579801,14. 65 A 69,34,17.0,17.0
063579801,15. 70 A 74,24,9.0,15.0
063579801,16. 75 A 79,15,10.0,5.0
063579801,17. 80 A 84,8,4.0,4.0
063579801,18. 85 A 89,4,3.0,1.0
063579801,19. 90 A 94,2,2.0,
063579802,0. __tot__,531,256.0,275.0
063579802,1. 00 A 04,25,10.0,15.0
063579802,2. 05 A 09,45,16.0,29.0
063579802,3. 10 A 14,48,23.0,25.0
063579802,4. 15 A 19,38,13.0,25.0
063579802,5. 20 A 24,25,9.0,16.0
063579802,6. 25 A 29,28,16.0,12.0
063579802,7. 30 A 34,31,18.0,13.0
063579802,8. 35 A 39,43,22.0,21.0
063579802,9. 40 A 44,49,27.0,22.0
063579802,10. 45 A 49,48,25.0,23.0
063579802,11. 50 A 54,38,17.0,21.0
063579802,12. 55 A 59,26,16.0,10.0
063579802,13. 60 A 64,28,13.0,15.0
063579802,14. 65 A 69,20,10.0,10.0
063579802,15. 70 A 74,16,8.0,8.0
063579802,16. 75 A 79,13,8.0,5.0
063579802,17. 80 A 84,6,4.0,2.0
063579802,18. 85 A 89,3,1.0,2.0
063579802,19. 90 A 94,1,,1.0
063579803,0. __tot__,446,231.0,215.0
063579803,1. 00 A 04,24,8.0,16.0
063579803,2. 05 A 09,50,22.0,28.0
063579803,3. 10 A 14,42,19.0,23.0
063579803,4. 15 A 19,25,12.0,13.0
063579803,5. 20 A 24,18,12.0,6.0
063579803,6. 25 A 29,24,14.0,10.0
063579803,7. 30 A 34,39,25.0,14.0
063579803,8. 35 A 39,55,29.0,26.0
063579803,9. 40 A 44,46,22.0,24.0
063579803,10. 45 A 49,16,7.0,9.0
063579803,11. 50 A 54,19,9.0,10.0
063579803,12. 55 A 59,16,9.0,7.0
063579803,13. 60 A 64,22,13.0,9.0
063579803,14. 65 A 69,14,7.0,7.0
063579803,15. 70 A 74,15,7.0,8.0
063579803,16. 75 A 79,10,8.0,2.0
063579803,17. 80 A 84,7,5.0,2.0
063579803,18. 85 A 89,2,2.0,
063579803,20. 95 A 99,2,1.0,1.0
063579804,0. __tot__,436,220.0,216.0
063579804,1. 00 A 04,28,16.0,12.0
063579804,2. 05 A 09,42,21.0,21.0
063579804,3. 10 A 14,38,18.0,20.0
063579804,4. 15 A 19,21,8.0,13.0
063579804,5. 20 A 24,15,7.0,8.0
063579804,6. 25 A 29,32,16.0,16.0
063579804,7. 30 A 34,27,13.0,14.0
063579804,8. 35 A 39,54,29.0,25.0
063579804,9. 40 A 44,32,15.0,17.0
063579804,10. 45 A 49,27,13.0,14.0
063579804,11. 50 A 54,26,13.0,13.0
063579804,12. 55 A 59,21,9.0,12.0
063579804,13. 60 A 64,19,11.0,8.0
063579804,14. 65 A 69,15,7.0,8.0
063579804,15. 70 A 74,14,7.0,7.0
063579804,16. 75 A 79,13,9.0,4.0
063579804,17. 80 A 84,7,4.0,3.0
063579804,18. 85 A 89,4,3.0,1.0
063579804,19. 90 A 94,1,1.0,
063579805,0. __tot__,537,264.0,273.0
063579805,1. 00 A 04,40,19.0,21.0
063579805,2. 05 A 09,56,27.0,29.0
063579805,3. 10 A 14,39,19.0,20.0
063579805,4. 15 A 19,42,19.0,23.0
063579805,5. 20 A 24,38,22.0,16.0
063579805,6. 25 A 29,46,21.0,25.0
063579805,7. 30 A 34,37,14.0,23.0
063579805,8. 35 A 39,35,15.0,20.0
063579805,9. 40 A 44,43,23.0,20.0
063579805,10. 45 A 49,40,17.0,23.0
063579805,11. 50 A 54,28,16.0,12.0
063579805,12. 55 A 59,26,14.0,12.0
063579805,13. 60 A 64,24,12.0,12.0
063579805,14. 65 A 69,15,9.0,6.0
063579805,15. 70 A 74,13,8.0,5.0
063579805,16. 75 A 79,7,4.0,3.0
063579805,17. 80 A 84,4,1.0,3.0
063579805,18. 85 A 89,2,2.0,
063579805,19. 90 A 94,2,2.0,
063579806,0. __tot__,430,227.0,203.0
063579806,1. 00 A 04,30,16.0,14.0
063579806,2. 05 A 09,44,22.0,22.0
063579806,3. 10 A 14,35,20.0,15.0
063579806,4. 15 A 19,34,19.0,15.0
063579806,5. 20 A 24,27,16.0,11.0
063579806,6. 25 A 29,21,11.0,10.0
063579806,7. 30 A 34,39,20.0,19.0
063579806,8. 35 A 39,35,15.0,20.0
063579806,9. 40 A 44,35,20.0,15.0
063579806,10. 45 A 49,24,10.0,14.0
063579806,11. 50 A 54,34,18.0,16.0
063579806,12. 55 A 59,16,8.0,8.0
063579806,13. 60 A 64,15,9.0,6.0
063579806,14. 65 A 69,17,6.0,11.0
063579806,15. 70 A 74,12,7.0,5.0
063579806,16. 75 A 79,6,5.0,1.0
063579806,17. 80 A 84,2,1.0,1.0
063579806,18. 85 A 89,2,2.0,
063579806,19. 90 A 94,1,1.0,
063579806,20. 95 A 99,1,1.0,
063579807,0. __tot__,398,206.0,192.0
063579807,1. 00 A 04,23,12.0,11.0
063579807,2. 05 A 09,43,23.0,20.0
063579807,3. 10 A 14,35,19.0,16.0
063579807,4. 15 A 19,34,19.0,15.0
063579807,5. 20 A 24,27,13.0,14.0
063579807,6. 25 A 29,20,10.0,10.0
063579807,7. 30 A 34,19,10.0,9.0
063579807,8. 35 A 39,42,19.0,23.0
063579807,9. 40 A 44,42,27.0,15.0
063579807,10. 45 A 49,32,15.0,17.0
063579807,11. 50 A 54,22,11.0,11.0
063579807,12. 55 A 59,12,5.0,7.0
063579807,13. 60 A 64,19,8.0,11.0
063579807,14. 65 A 69,13,6.0,7.0
063579807,15. 70 A 74,6,4.0,2.0
063579807,16. 75 A 79,6,3.0,3.0
063579807,17. 80 A 84,2,1.0,1.0
063579807,20. 95 A 99,1,1.0,
